tweet text,location
@HillaryClinton you would say anything for a vote. https://t.co/d32xaQbgPS,MA
"RT @asgtashfjhufgt1: BUSTED: No wonder @marklevinshow supports @tedcruz his. Mark Levin's fiancee's son works for Ted Cruz
https://t.co/AX3…",DE
RT @mcpbob: @Gregory__Adams @cmdorsey @glennbeck maybe #TedCruz can use the compass to find his way back to the Senate and get back to work,OK
RT @lizzysherwood: @MattWalshBlog @realDonaldTrump This is BEYOND INSANITY. I'd move to Canada but they've got a #libtard in office.,GA
"RT @USABillOfRights: Possible Republican Presidential Candidates 2016
https://t.co/KZodeNpie0
TRUMP 40%
Ted Cruz 10% https://t.co/g1vPzzU14k",FL
RT @realDonaldTrump: Wow! New National Zogby Poll just out:.TRUMP 45. CRUZ 13. RUBIO 8. Big numbers.,NV
"RT @Laneybaby004: News Corp., rupert murdock: Prevent Megyn Kelly From Hosting Any Further REPUBLICAN debates. - Sign t... https://t.co/PUk…",FL
RT @brainpicker: Even Sendak admonished against the downfall of culture known as Donald Trump... 23 years ago https://t.co/Oipl0CEgsf https…,NJ
wtf is happening https://t.co/Dj1o9w9MdX,WA
#CruzCrew #Trump #BenCarson #marcorubio #TedCruz Read and learn. https://t.co/qIPJ2RlSQI,IA
"RT @JDanielVilliers: @iplygtr1 @CNN @BernieSanders @smerconish If millions of American did not buy his songs he would not be that rich, so …",OH
"THIS. 
This X 124383294830948321049831204830948130948312048023984023948092138402394820392138409238401293480912384029 https://t.co/G3uVC7fsjb",VA
@realDonaldTrump How about spending less time talking about others and more time on POLICY. #behonorable,NC
RT @ThePatriot143: Regardless who you support do you own research and don't let hacks like @glennbeck tell you who to vote for.  https://t.…,AL
Reuters Poll: Trump's Support Jumps to 40 Percent - Breitbart https://t.co/50RsfeJMb5 via BreitbartNews,PA
"They’re still lying about Ronald Reagan: What Trump, Cruz and the GOP field won’t tell you about... https://t.co/7NPFJQMbjx",CA
RT @garyinlv01: OVER 90% OF MIDDLE EAST ‘REFUGEES’ IN USA COLLECT WELFARE #o4a #news #refugee https://t.co/h0P1ChJBXD https://t.co/ySJKxyWg…,FL
"@dailykos GOP can manage the hc of women, but not justice. #BigGovtGOP",CA
"RT @VelvetMcIntyre: Watching @HillaryClinton on #Lifetime, television for women. #HillYes",NJ
"RT @paleofuture: ""I could stand in the middle of 5th Avenue and shoot somebody and I wouldn't lose any voters..."" - Donald J. Trump https:/…",FL
RT @AGirl4Bernie: @BarackOdumbass @BernieSanders What do you call it when the working &amp; middle class bail out Wall St? Charity? Nope! WELFA…,AR
Scott Brown Declines to Rule Out Serving as Trump's VP https://t.co/xYp2INAn9z via @theblaze,AK
RT @buckeyemimi27: We don't 'brace ourselves'...we fight back!  #WeAreBernie #FeelTheBern. #GotBerniesBack https://t.co/mj12rBUnS8,CA
"RT @TeamTedCruz: .@glennbeck stumping with @tedcruz in Iowa: ""We need a president who is a servant of the Constitution.” #IACaucus #CruzinT…",OK
"RT @asgtyahsbfuhot1: BUSTED: No wonder @marklevinshow supports @tedcruz his. Mark Levin's fiancee's son works for Ted Cruz
https://t.co/cmW…",DE
"RT @CNN: ""I'm a Bernie (@BernieSanders) guy,"" Art Garfunkel tells @smerconish https://t.co/oh1ixieVQV",CA
"RT @jmartNYT: STOP CRUZ: It's not same as Branstad (yet) but @ChuckGrassley is at a Trump rally saying ""make America great again"" https://t…",MS
"For most of her career, Hillary Clinton suffered for being a feminist: Clinton, Trump and Sexism https://t.co/ohTBS5wXmQ",WA
RT @MeganEllyia: Seeing all the #MarchForBernie pics from across the country is really inspiring and encouraging. #feelthebern,CA
RT @s8n: I miss you son @realDonaldTrump,NC
"RT @Skitchen333: Donald Trump: I could stand in the middle of 5th avenue and shoot somebody and I wouldnt lose any voters.

THIS MAN IS RUN…",WA
Scott Brown Declines to Rule Out Serving as Trump's VP https://t.co/E89gNYAxe4 via @theblaze,AK
RT @HenrySwissinger: @mboyle1 @BreitbartNews @realDonaldTrump @megynkelly Shes a Bimbo and in the tank for Cruz. She shouldnt be allowed to…,NJ
I decide who I will vote for The NR does not represent America I am a proud consevative American for Trump https://t.co/bxhYccQNx8,TX
Snohomish County Republican Presidential Caucuses February 20.  35 Snohomish area precincts pooling at Snohomish High School. PM me for info,WA
RT @OphirBruck: The rain didn't stop this huge #MarchForBernie turnout in #Oakland. #FeelTheBern #Bernie2016 https://t.co/ClyQ09O1pA,NY
"@realDonaldTrump it's Right The $1,000,000 Guy https://t.co/Z6u4dI1omh",IL
(whistles dixie) https://t.co/l77Gki1uUz,NY
"RT @UberFacts: A deceased Pittsburgh man had this to say in his obituary: ""Jeffrey would ask that in lieu of flowers, please do not vote fo…",WA
"RT @jimgeraghty: ""Ted Cruz: The conservative leader who WON'T go on a shooting spree on 5th Avenue."" https://t.co/VQeclEosqQ",CA
RT @LIBERTYPRTY: I believe he is @tedcruz @smartgirls4gop @ChuckNellis @tjemery1  https://t.co/Qv7x3cO7N0,NC
"RT @Dunroamin4ever: 'I could stand in the middle of 5th Avenue and SHOOT SOMEBODY and I wouldn’t lose ANY voters.' https://t.co/ckuRXZlYWf
…",OR
RT @AmyMek: Once a Traitor always a Traitor! Hanoi Jane Organized '#DumpTrump' Campaign https://t.co/bDNzTa4zj1 @realDonaldTrump https://t.…,UT
"RT @teddyschleifer: Ted Cruz says the ""two leading contenders who are my competitors in this state"" weren't willing to fight SCOTUS's gay-m…",TX
"RT @ShaunKing: It's official. I'm feeling the Bern. 

@BernieSanders is not only the best candidate, he can win!!

My endorsement.

https:/…",CA
RT @ZaackHunt: Not the least bit shocking Trump said this. What is shocking is his 42% support among evangelicals (NYT poll) https://t.co/Q…,MA
@glennbeck @sentedcruz @tedcruz @teaparty321 yeaaaah principals mean squat as many men have proven..deceit,NJ
"RT @vivelafra: @DanScavino @realDonaldTrump 
FRONT PAGE: ""TRUMP WINS IN LANDSLIDE""
New York Times - November 9, 2016
#Trump2016 https://t.c…",WA
#Trump#WarRoom https://t.co/ZdkYDC9L8l realDonaldTrump in #IowaCaucus #Iowa ChuckGrassley GOP Rally … https://t.co/hTecKVBn04,NY
RT @LOLGOP: I would like to hear how Trump insults someone who is richer than him. Seems like that would violate his one ethic.,CA
RT @WayneRoot: Funniest part of 2016 Prez race- if Bloomberg runs as 3rd party...Trump wins GOP...Bernie becomes nominee...it's THREE NEW Y…,CA
"#Trump#WarRoom https://t.co/ZdkYDC9L8l realDonaldTrump If it Aint An ""Overflow""!!! Its Not a Rally! Its Not Worth it otherwise but thats j…",NY
#MarchForBernie #dogsForBernie wrapping up march around Lake Merritt in Oakland. #FeelTheBern https://t.co/zZJ4QTi1Xo,CA
"If @tedcruz worried as much about real problems as he does gay marriage and people sinning, he might have a chance to win.",SC
#Trump#WarRoom https://t.co/ZdkYDC9L8l Veteran #Iowa Sen chuckgrassley:No endorsement but praises energy of reald… https://t.co/hzpDeNOty3,NY
"RT @realDonaldTrump: I will be the greatest job-producing president in American history. #Trump2016 #VoteTrump 
https://t.co/tykxcT5ZtG htt…",ME
#Trump#WarRoom https://t.co/ZdkYDC9L8l RT JohnKingCNN: Veteran #Iowa Sen chuckgrassley:No endorsement but praises… https://t.co/hzpDeNOty3,NY
#Trump#WarRoom https://t.co/ZdkYDC9L8l . realDonaldTrump arappeport nytimes nytpolitics anyone that supports #Ethanol in #Iowa gets the lo…,NY
"Trump, Bern and Mikey B? Talk about spicing it up. https://t.co/ajqxnm9p78",CA
"RT @asytagsfhyhotm1: BUSTED: No wonder @marklevinshow supports @tedcruz his. Mark Levin's fiancee's son works for Ted Cruz
https://t.co/m0e…",DE
#Trump#WarRoom https://t.co/ZdkYDC9L8l RT DJTrump2016: Hannity: Donald Trump outlines his presidential agenda https://t.co/9gKWAuRkGj #Io…,NY
Rich Lowry National Review is opposed to Donald Trump because as part of #Jewmerica they are behind White Genocide. #NRORevolt,VA
#Trump#WarRoom https://t.co/ZdkYDC9L8l UdvTANBgkh9NQth  glennbeck tedcruzrealDonaldTrump seen it hes still up 20 points nationally &amp; 11 in…,NY
"#Trump#WarRoom https://t.co/ZdkYDC9L8l realDonaldTrump still has not taken down a RT by a Jew-hating anti-Semite.

#againstTrump #fitn #Io…",NY
RT @jimmyktown: Trump said his supporters are so [stupid] he could shoot someone on 5th Ave and not drop in the polls. This man wants to be…,TN
RT @MomentMae: Iowans are not Mormons! Beck also gang of 22 is finished with Cruz! @AndreaTantaros @DanScavino @AnnCoulter  https://t.co/XK…,CA
#Trump#WarRoom https://t.co/ZdkYDC9L8l RT RedMeatMonday: UdvTANBgkh9NQth  glennbeck tedcruzrealDonaldTrump seen it hes still up 20 points …,NY
RT @AmeriJeepRang2: Thank you @glennbeck for standing 4 #Truth #Hope #Charity by endorsing @tedcruz for POTUS! #CruzCrew #Tcot #Conservativ…,TX
But how do you NOT know about the racial comments he's made?  https://t.co/aWOuGA5jbF,LA
Sad to believe that R-wing extremism (w/no program) should beat L off the center  positive message #socialcapitalism https://t.co/Y93joXwfNR,FL
"RT @K_D_ODonnell: .@NovickOR endorses Bernie! #WeAreBernie #MarchForBernie #FeelTheBern ""Reagan declared war on the poor"" https://t.co/VkPv…",NJ
"RT @MDGallar: It's a fact that Amnesty Rubio is getting clobbered by Trump &amp; Cruz in his home state. Iowa, NH, &amp; others take note! https://…",ME
"RT @HenrySwissinger: @mboyle1 @BreitbartNews @realDonaldTrump @megynkelly instead of moderating, she can go back on Stern and talk about he…",NJ
"RT @SandersForAll: “Hillary Clinton Introduces New Campaign Slogan: ‘No, We Can’t’” by @girlziplocked https://t.co/6EvdI2PRYI",CA
Oh snap #FeelTheBern #Donations #politicalrevolution #berniecantbebought @ The Highline Apartments https://t.co/1uxbzgyxN3,NE
"Excellent rundown of Trump's travesty against politics and Christianity at Dordt College's chapel from @kuipjak today, check it out",SD
RT @CNN: .@realDonaldTrump says he could shoot people and still wouldn't lose voters https://t.co/DuYoOGKE9y https://t.co/mEIQ7vVS3P,NC
RT @azblonde2015: #TeamTrump #IowaCaucus #Election2016  TRUMP IN PELLA IOWA RALLY #Trump #TrumpTrain #TrumpWinning!  VOTE FOR TRUMP https:/…,OK
RT @AngieCoiro: But an accurate assessment of his followers' critical thinking skills. https://t.co/BTj3JFzTd6,CA
RT @LRRMV: @glennbeck @DLoesch @BrentBozell @KatiePavlich @RichLowry @megynkelly @realDonaldTrump @NRO YOUR OPINIONS MEAN ZERO! https://t.c…,FL
RT @ThePatriot143: Bernie Sanders’ radical past and present: Has his views changed? #FeelTheBern https://t.co/FFY9pyRGEC https://t.co/1NSha…,MI
My mom said she supports Donald Trump...,NY
@drvox Bueno. But I actually think 2010 has been under played. Greatest disaster for a party / triumph for the GOP since??? It was historic,WA
"RT @CalFreedomMom: Donald Trump comes out against letting states manage federal lands? 

https://t.co/JOZBmnPyHJ

Is he versed in Constitut…",TX
"RT @Gawker: Woody Guthrie despised his landlord, Donald Trump's racist father. https://t.co/C9ejh3QHCC https://t.co/Q5lraIY9Iq",CA
Hey @realDonaldTrump do you believe us Catholics are #sad too? You're spokesperson sure does. https://t.co/lvr4I0z6NK,OK
"RT @jasonnobleDMR: Chuck Grassley introducing Donald Trump in Pella. Very red meat speech. ""We have an opportunity to make America great ag…",MS
RT @UNTRESOR: This is you. You just described you. https://t.co/gVaCyOz7Ge,FL
"@glennbeck @robdelaney @HillaryClinton George Bush, Dick Cheney, Donald Rumsfeld, Barack Obama, Kim Davis, Scooter Libby, let's keep going!",WI
"So Grassley is endorsing Trump, does this mean Sessions is next?",MD
RT @AG_Conservative: Please watch this video and share it with as many people as possible. THIS is the real Donald Trump: https://t.co/UHVl…,TN
RT @WayneDupreeShow: National Black Republican Association endorses GOP front-runner Donald Trump https://t.co/XRPRf1rntc,TX
"RT @People4Bernie: On Feb 1st, commit to #iacaucus for @BernieSanders. #FeelTheBern https://t.co/siQRGgTMHD",FL
".@realDonaldTrump's ""I could shoot someone and I wouldn't lose voters"" reminds me of John Lennon's ""more popular than Jesus""",WA
"Trump spokesperson: Republicans are RACIST, her ‘HERO’ is Malcolm X, Christians are… https://t.co/N0zK2XkIxY",UT
"RT @chrisgeidner: Cruz to Trump: ""I'll take your Chuck Grassley, and see you a Glenn Beck."" https://t.co/VPzNB0Eq8z",CA
"""What were they doing on Trump's side of the street?"" https://t.co/Olb19rw2uJ",AL
RT @inspiteoffires: HRC Super-PAC's anti-Sanders press tips &amp; story pitches are provided off the record to media. #FeelTheBern  https://t.c…,WA
Anyone who does't believe in global warming is a complete fool -says every scientist ever #climatechange  https://t.co/22yL0yKrUQ,NY
"The @RealDonaldTrump:
The Trump Tapes:  Vol.  1 https://t.co/1jrxi9WRH1 via @YouTube",TN
"@MikeandAnnmarie I'm happy I support a candidate that never runs from a moderator. #CruzCrew 

@Mikerollin3 @realDonaldTrump @megynkelly",OK
"RT @ElianaBenador: ICYMI

AMIDST FEROCIOUS ATTACKS, TRUMP SIGNS PLEDGE
(September 5, 2015) 

https://t.co/TXGcX5p4uY

@ChristiChat https://…",LA
RT @VICE: Hillary Clinton has a Killer Mike problem https://t.co/tb6Oqs7bYB https://t.co/fIApaLDV2I,MN
"RT @scarlipop: ""When I was a kid, it seemed like America was going to get it together.""- @NovickOR #FeelTheBern #MarchForBernie https://t.c…",NJ
"What?! Did this really happen? I know I shouldn't be surprised, but I still am. https://t.co/9vxZQiacUr",WI
RT @HillaryClinton: We’ve come too far to let Republicans take us back. The fight for women’s reproductive rights is far from over. https:/…,NJ
"RT @nytimes: How to make Donald Trump become president, according to @NYTimeskrugman https://t.co/kbkp4toujn https://t.co/4lf39gS1cT",GA
@marklevinshow Vote for@realDonaldTrump,TN
"RT @edmeyer_able: Trump:  know who cld hve used ur help in #NAM this guy right here
-… https://t.co/9GIEZA6276 https://t.co/tlLUaqwHtE",SC
"RT @MattWalshBlog: .@BreitbartNews hasn't just ""gone astray."" It forfeited its integrity entirely. If I worked for them I'd quit. https://t…",OH
When you swipe right on Tinder for the sole purpose of schooling them in economics #FeelTheBern https://t.co/38BrzU0z8v,CA
RT @dangainor: He picked 5th Ave. because New Yorkers aren't allowed to shoot back. Try that in Texas. #guns  https://t.co/eM5CuA07QD,TX
THIS IS GETTING INTERESTING ... https://t.co/wsyB3U0yM3,MA
@brikeilarcnn @PoppyHarlowCNN @vplus Or Donald Trump's wife.,CA
RT @LOLGOP: An establishment Republican gets the huge tax breaks. Non-establishment Republicans hate the establishment &amp; punish it with hug…,CA
RT @prg100740: Peace &amp; Prosperity for 8 years is what I remember the last time a Clinton was in the White House! #HillYes  https://t.co/ajF…,NJ
@stuartpstevens @BernieSanders Sanders is perceived to believe what he says works for all. GOP? Not so much.,NC
"@304vegan @paleofuture then Rubio, then Trump",GA
@realDonaldTrump @megynkelly 1st debate bad enough but her relishing @NRO announcement on her show Thurs should make banning her easy call,CO
RT @TheBriefing2016: The former Mayor of Charleston says that Hillary Clinton's stand against gun violence makes her the best choice. https…,AR
"RT @newtmastilinski: who would u rather be president
rt for sportacus, fav for donald trump https://t.co/7mL7qM8dLO",TN
RT @glennbeck: .@HillaryClinton should be in prison,PA
RT @PatrickSvitek: .@TedCruz keeps up the Washington blizzard jokes: It's so cold I actually saw a Democrat with his hands in his own pocke…,MA
"RT @nanjmay6478: Just spent a bunch of today on twitter blocking all the profanity, name calling and insults from Trump voters. https://t.c…",VA
@BalconyBreeze @YDP @USAHipster @NRO @realDonaldTrump VERY TRUE.  SHOWED COWARDICE!,NC
RT @heifer109: Score another Endorsement for Trump https://t.co/6UjMFuBaUA,FL
RT @AGirl4Bernie: @the3star2nr @paladinette @BarackOdumbass @BernieSanders Well all the capitalism in the world sure didn't keep the water …,AR
@USATODAY @realDonaldTrump could shoot Hillary and neither one would lose voters.,OH
"RT @rickwtyler: Wait @realDonaldTrump, did you just retweet the group that wants to re-establish the Confederate States of America? https:/…",FL
RT @bernie_pdx: Small biz owner Nick Krautter on the many reasons why #Bernie2016 is good 4 business! #MarchForBernie #FeelTheBern https://…,FL
"RT @JenniferJJacobs: Warm-up act for Trump in Iowa: US Sen Chuck Grassley.
""We have an opportunity once again to make America great again,""…",NC
"RT @socraticjuan: Donald Trump saw a boy who was lost in New York and didn't tell anyone.
Is this a man we can trust as President? https://…",TX
